 | Origin Time (GMT)     | Status    |cnt |Mag  |TypeMag |cnt | Lat     | Lon      | Depth  | Remarks
 | 2015-09-22 18:03:44.4 | manual      | 16 | 4.0 | MLv    | 16 | 1.84 S  | 123.02 E | 24 km  | Sulawesi, Indonesia                 
 | 2015-09-22 15:51:27.5 | manual      | 10 | 4.7 | MLv    | 7  | 2.33 N  | 127.05 E | 74 km  | Northern Molucca Sea                
 | 2015-09-22 14:45:50.6 | manual      | 27 | 4.9 | mb     | 22 | 3.77 S  | 129.36 E | 99 km  | Seram, Indonesia                    
 | 2015-09-22 14:13:11.9 | manual      | 6  | 3.3 | MLv    | 6  | 1.17 S  | 124.24 E | 66 km  | Southern Molucca Sea                
 | 2015-09-22 13:58:34.2 | manual      | 7  | 3.3 | MLv    | 7  | 2.20 S  | 120.95 E | 17 km  | Sulawesi, Indonesia                 
 | 2015-09-22 11:54:19.3 | manual      | 12 | 4.1 | MLv    | 10 | 1.84 N  | 126.43 E | 14 km  | Northern Molucca Sea                
 | 2015-09-22 09:22:31.4 | manual      | 18 | 5.3 | mb     | 18 | 16.11 S | 168.55 E | 255 km | Vanuatu Islands                     
 | 2015-09-21 23:53:18.5 | manual      | 7  | 2.3 | MLv    | 4  | 2.79 S  | 118.96 E | 8 km   | Sulawesi, Indonesia                 
 | 2015-09-21 20:39:38.2 | manual      | 4  | 2.7 | MLv    | 4  | 0.22 N  | 122.10 E | 137 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-21 18:46:28.1 | manual      | 19 | 5.0 | mb     | 15 | 2.52 S  | 138.80 E | 5 km   | Irian Jaya, Indonesia               
 | 2015-09-21 18:37:33.3 | manual      | 5  | 3.7 | MLv    | 5  | 2.29 N  | 125.32 E | 10 km  | Talaud Islands, Indonesia           
 | 2015-09-21 16:58:24.4 | manual      | 9  | 4.7 | MLv    | 7  | 6.87 S  | 130.02 E | 10 km  | Banda Sea                           
 | 2015-09-21 14:54:30.5 | manual      | 5  | 2.7 | MLv    | 5  | 0.41 S  | 123.02 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-21 11:36:22.5 | manual      | 6  | 5.1 | mb     | 6  | 57.11 S | 150.76 E | 147 km | West of Macquarie Island            
 | 2015-09-21 07:10:45.5 | manual      | 5  | 3.0 | MLv    | 5  | 0.66 S  | 121.85 E | 133 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-21 04:19:16.6 | manual      | 9  | 4.3 | MLv    | 8  | 1.36 N  | 126.75 E | 75 km  | Northern Molucca Sea                
 | 2015-09-21 02:07:46.8 | manual      | 6  | 3.8 | MLv    | 6  | 1.44 N  | 121.55 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-21 01:38:42.9 | manual      | 15 | 4.7 | MLv    | 15 | 1.67 N  | 121.55 E | 24 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-21 01:26:11.3 | manual      | 5  | 3.9 | MLv    | 5  | 2.37 N  | 121.44 E | 10 km  | Celebes Sea                         
 | 2015-09-20 15:06:32.1 | manual      | 15 | 4.1 | MLv    | 15 | 0.23 S  | 122.00 E | 21 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-20 15:00:20.1 | manual      | 5  | 3.1 | MLv    | 5  | 1.81 N  | 121.58 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-20 14:58:17.7 | manual      | 7  | 3.2 | MLv    | 7  | 0.13 S  | 122.11 E | 73 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-20 14:52:48.8 | manual      | 5  | 3.2 | MLv    | 5  | 0.49 S  | 122.50 E | 39 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-20 12:54:53.8 | manual      | 12 | 4.3 | MLv    | 12 | 1.50 N  | 121.53 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-20 07:54:24.9 | manual      | 7  | 4.5 | MLv    | 7  | 2.91 N  | 127.30 E | 10 km  | Northern Molucca Sea                
 | 2015-09-20 03:13:21.2 | manual      | 8  | 3.9 | MLv    | 8  | 0.49 S  | 122.69 E | 93 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-20 03:01:11.7 | manual      | 24 | 4.9 | mb     | 23 | 6.27 S  | 146.04 E | 63 km  | Eastern New Guinea Reg., P.N.G.     
 | 2015-09-20 02:15:15.5 | manual      | 8  | 4.1 | MLv    | 8  | 0.42 S  | 123.07 E | 78 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-19 22:36:31.5 | manual      | 5  | 3.0 | MLv    | 4  | 0.39 S  | 122.21 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-19 19:05:39.8 | manual      | 8  | 4.1 | MLv    | 8  | 2.43 N  | 126.95 E | 10 km  | Northern Molucca Sea                
 | 2015-09-19 09:23:26.4 | automatic   | 10 | 5.0 | mb     | 10 | 8.83 S  | 133.25 E | 10 km  | Arafura Sea                         
 | 2015-09-19 07:23:52.9 | manual      | 16 | 4.8 | mb     | 14 | 3.11 S  | 136.73 E | 133 km | Irian Jaya, Indonesia               
 | 2015-09-19 07:06:23.2 | manual      | 5  | 3.2 | MLv    | 4  | 1.08 N  | 122.20 E | 56 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-19 06:16:13.5 | manual      | 5  | 3.0 | MLv    | 5  | 0.49 N  | 122.49 E | 229 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-19 04:24:40.8 | manual      | 10 | 4.2 | MLv    | 8  | 8.20 S  | 117.76 E | 202 km | Sumbawa Region, Indonesia           
 | 2015-09-19 04:18:55.7 | manual      | 5  | 2.9 | MLv    | 5  | 3.63 S  | 119.21 E | 15 km  | Sulawesi, Indonesia                 
 | 2015-09-19 00:48:37.2 | manual      | 20 | 5.0 | mb     | 15 | 3.35 N  | 126.94 E | 10 km  | Talaud Islands, Indonesia           
 | 2015-09-18 23:42:02.8 | manual      | 7  | 3.3 | MLv    | 7  | 5.05 S  | 120.96 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-18 23:04:37.4 | manual      | 5  | 3.3 | MLv    | 4  | 0.54 N  | 120.45 E | 227 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-18 17:12:36.6 | manual      | 7  | 3.4 | MLv    | 7  | 0.21 S  | 122.92 E | 151 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-18 16:17:10.9 | automatic   | 11 | 4.7 | MLv    | 8  | 6.89 S  | 129.98 E | 10 km  | Banda Sea                           
 | 2015-09-18 12:25:28.5 | manual      | 5  | 3.8 | MLv    | 5  | 1.59 N  | 120.61 E | 267 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-18 09:25:45.7 | manual      | 6  | 3.2 | MLv    | 5  | 1.40 S  | 122.52 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-18 07:23:25.1 | manual      | 7  | 4.1 | MLv    | 7  | 2.45 N  | 126.99 E | 59 km  | Northern Molucca Sea                
 | 2015-09-17 20:29:35.7 | manual      | 5  | 3.4 | MLv    | 5  | 3.49 N  | 125.32 E | 10 km  | Talaud Islands, Indonesia           
 | 2015-09-17 17:00:30.5 | manual      | 4  | 5.7 | mb     | 4  | 29.97 S | 171.45 W | 317 km | Kermadec Islands Region             
 | 2015-09-17 16:54:45.6 | manual      | 4  | 3.2 | MLv    | 4  | 0.70 S  | 139.76 E | 52 km  | Irian Jaya Region, Indonesia        
 | 2015-09-17 16:26:42.1 | manual      | 9  | 4.0 | MLv    | 9  | 3.73 S  | 123.61 E | 556 km | Sulawesi, Indonesia                 
 | 2015-09-17 16:00:57.3 | manual      | 18 | 4.4 | MLv    | 17 | 0.36 N  | 121.99 E | 190 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-17 13:51:28.3 | manual      | 5  | 3.2 | MLv    | 5  | 1.40 N  | 122.18 E | 16 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-17 11:48:54.5 | manual      | 8  | 4.0 | MLv    | 8  | 0.82 N  | 126.15 E | 10 km  | Northern Molucca Sea                
 | 2015-09-17 08:34:51.5 | manual      | 18 | 4.9 | mb     | 12 | 5.14 N  | 125.58 E | 29 km  | Mindanao, Philippines               
 | 2015-09-17 08:09:20.7 | manual      | 5  | 3.2 | MLv    | 5  | 0.05 N  | 122.86 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-16 21:52:57.2 | manual      | 7  | 4.1 | MLv    | 6  | 8.24 S  | 115.72 E | 98 km  | Bali Region, Indonesia              
 | 2015-09-16 21:23:38.9 | manual      | 5  | 3.9 | MLv    | 4  | 7.12 S  | 121.36 E | 154 km | Flores Sea                          
 | 2015-09-16 19:08:54.5 | manual      | 5  | 3.5 | MLv    | 4  | 0.76 N  | 126.01 E | 10 km  | Northern Molucca Sea                
 | 2015-09-16 15:22:31.2 | manual      | 11 | 5.0 | mb     | 11 | 6.15 S  | 151.62 E | 68 km  | New Britain Region, P.N.G.          
 | 2015-09-16 14:54:58.9 | manual      | 4  | 3.5 | MLv    | 4  | 0.09 S  | 124.81 E | 26 km  | Southern Molucca Sea                
 | 2015-09-16 14:03:33.8 | manual      | 42 | 6.0 | Mw(mB) | 39 | 6.19 S  | 151.47 E | 105 km | New Britain Region, P.N.G.          
 | 2015-09-16 13:09:01.6 | manual      | 18 | 5.2 | mb     | 17 | 24.42 N | 121.95 E | 27 km  | Taiwan                              
 | 2015-09-16 08:59:29.7 | manual      | 6  | 3.9 | MLv    | 5  | 1.41 S  | 121.72 E | 17 km  | Sulawesi, Indonesia                 
 | 2015-09-16 08:25:39.4 | manual      | 5  | 3.5 | MLv    | 4  | 8.73 S  | 114.94 E | 51 km  | Bali Region, Indonesia              
 | 2015-09-16 08:19:40.9 | manual      | 6  | 3.9 | MLv    | 4  | 1.59 N  | 126.43 E | 10 km  | Northern Molucca Sea                
 | 2015-09-16 07:40:55.1 | manual      | 14 | 6.4 | Mw(mB) | 8  | 2.04 N  | 126.72 E | 10 km  | Northern Molucca Sea                
 | 2015-09-16 04:37:02.8 | manual      | 6  | 3.8 | MLv    | 6  | 0.19 S  | 124.60 E | 10 km  | Southern Molucca Sea                
 | 2015-09-16 00:12:42.1 | manual      | 4  | 3.5 | MLv    | 4  | 3.90 S  | 138.74 E | 12 km  | Irian Jaya, Indonesia               
 | 2015-09-16 00:02:10.6 | manual      | 6  | 4.2 | MLv    | 6  | 2.54 N  | 127.08 E | 10 km  | Northern Molucca Sea                
 | 2015-09-15 19:37:38.1 | automatic   | 17 | 5.2 | mb     | 16 | 25.21 N | 121.63 E | 73 km  | Taiwan                              
 | 2015-09-15 15:11:04.9 | manual      | 10 | 3.6 | MLv    | 9  | 2.88 S  | 122.34 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-15 14:35:35.8 | manual      | 15 | 4.9 | mb     | 10 | 2.60 N  | 128.18 E | 79 km  | Halmahera, Indonesia                
 | 2015-09-15 13:50:46.7 | manual      | 5  | 3.0 | MLv    | 5  | 0.56 S  | 122.55 E | 73 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-15 10:26:08.7 | manual      | 6  | 4.3 | MLv    | 6  | 5.01 S  | 127.60 E | 301 km | Banda Sea                           
 | 2015-09-15 08:52:20.3 | manual      | 5  | 3.8 | MLv    | 5  | 1.64 N  | 124.41 E | 262 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-15 00:39:05.3 | manual      | 5  | 3.3 | MLv    | 5  | 2.46 S  | 121.37 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-14 23:41:30.1 | manual      | 9  | 4.8 | MLv    | 8  | 6.52 S  | 130.73 E | 10 km  | Banda Sea                           
 | 2015-09-14 18:01:41.3 | manual      | 7  | 1.9 | MLv    | 4  | 4.45 S  | 120.10 E | 7 km   | Sulawesi, Indonesia                 
 | 2015-09-14 17:11:07.4 | manual      | 7  | 2.8 | MLv    | 6  | 2.15 S  | 120.85 E | 20 km  | Sulawesi, Indonesia                 
 | 2015-09-14 14:52:24.8 | manual      | 5  | 2.7 | MLv    | 4  | 0.75 N  | 121.21 E | 77 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-14 05:20:17.7 | manual      | 5  | 3.9 | MLv    | 5  | 0.56 N  | 122.40 E | 98 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-14 04:56:56.7 | manual      | 4  | 3.2 | MLv    | 4  | 0.43 N  | 123.58 E | 41 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-14 04:43:14.2 | manual      | 4  | 4.4 | MLv    | 4  | 8.84 S  | 117.62 E | 400 km | Sumbawa Region, Indonesia           
 | 2015-09-13 18:38:53.6 | manual      | 11 | 3.2 | MLv    | 9  | 3.97 S  | 121.29 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-13 11:26:15.5 | manual      | 6  | 3.2 | MLv    | 5  | 4.18 S  | 122.43 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-13 08:12:10.5 | manual      | 8  | 3.3 | MLv    | 6  | 1.96 S  | 120.41 E | 64 km  | Sulawesi, Indonesia                 
 | 2015-09-13 07:24:35.2 | manual      | 7  | 3.8 | MLv    | 7  | 1.31 N  | 120.81 E | 22 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-13 06:55:27.9 | manual      | 11 | 4.0 | MLv    | 11 | 2.70 S  | 121.90 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-13 06:24:42.7 | manual      | 8  | 3.3 | MLv    | 8  | 2.28 S  | 120.64 E | 108 km | Sulawesi, Indonesia                 
 | 2015-09-13 01:13:15.7 | manual      | 8  | 5.9 | MLv    | 8  | 0.03 S  | 123.57 E | 118 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-12 23:39:18.1 | manual      | 15 | 5.0 | MLv    | 10 | 0.74 S  | 122.00 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-12 22:50:34.6 | manual      | 10 | 4.4 | MLv    | 5  | 8.34 S  | 123.04 E | 178 km | Flores Region, Indonesia            
 | 2015-09-12 22:16:14.5 | manual      | 33 | 5.7 | mb     | 32 | 6.32 S  | 147.40 E | 78 km  | Eastern New Guinea Reg., P.N.G.     
 | 2015-09-12 20:32:26.6 | manual      | 27 | 5.6 | mb     | 27 | 32.73 S | 176.84 W | 89 km  | South of Kermadec Islands           
 | 2015-09-12 16:40:59.2 | manual      | 14 | 5.5 | mb     | 13 | 26.97 S | 161.87 W | 52 km  | South Pacific Ocean                 
 | 2015-09-12 16:17:05.1 | manual      | 6  | 3.8 | MLv    | 6  | 0.87 S  | 122.07 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-12 13:38:07.8 | manual      | 17 | 5.6 | mb     | 16 | 41.04 N | 141.89 E | 39 km  | Hokkaido, Japan Region              
 | 2015-09-12 12:07:00.5 | manual      | 36 | 5.2 | mb     | 32 | 5.36 N  | 126.00 E | 90 km  | Mindanao, Philippines               
 | 2015-09-12 11:54:03.6 | manual      | 4  | 2.2 | MLv    | 4  | 0.63 N  | 121.81 E | 37 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-12 09:49:29.5 | manual      | 21 | 5.5 | mb     | 16 | 0.16 S  | 124.45 E | 48 km  | Southern Molucca Sea                
 | 2015-09-11 23:51:51.2 | automatic   | 21 | 5.4 | mb     | 21 | 5.94 S  | 147.35 E | 10 km  | Eastern New Guinea Reg., P.N.G.     
 | 2015-09-11 21:19:23.5 | manual      | 33 | 5.6 | mb     | 33 | 5.98 S  | 146.74 E | 58 km  | Eastern New Guinea Reg., P.N.G.     
 | 2015-09-11 15:47:43.7 | manual      | 7  | 4.5 | MLv    | 7  | 0.31 S  | 124.50 E | 16 km  | Southern Molucca Sea                
 | 2015-09-11 10:14:48.4 | manual      | 4  | 3.9 | MLv    | 4  | 1.72 S  | 139.26 E | 13 km  | Near North Coast of Irian Jaya      
 | 2015-09-11 10:09:16.6 | manual      | 5  | 5.5 | mb     | 5  | 4.99 N  | 137.11 E | 10 km  | W. Caroline Islands, Micronesia     
 | 2015-09-11 09:35:16.2 | manual      | 8  | 3.0 | MLv    | 4  | 0.91 N  | 121.79 E | 74 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-11 08:19:50.2 | manual      | 7  | 5.0 | MLv    | 4  | 2.74 S  | 139.72 E | 47 km  | Near North Coast of Irian Jaya      
 | 2015-09-11 02:07:24.3 | manual      | 6  | 3.2 | MLv    | 6  | 0.71 N  | 122.95 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-10 23:47:35.1 | manual      | 9  | 3.5 | MLv    | 7  | 1.52 S  | 120.06 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-10 16:19:24.7 | manual      | 15 | 4.7 | MLv    | 7  | 8.79 S  | 112.51 E | 29 km  | Java, Indonesia                     
 | 2015-09-10 13:04:47.5 | manual      | 6  | 2.9 | MLv    | 5  | 1.00 S  | 121.96 E | 21 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-10 02:47:55.4 | manual      | 7  | 3.7 | MLv    | 7  | 2.13 S  | 120.53 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-09 21:10:28.1 | manual      | 8  | 4.2 | MLv    | 7  | 1.99 N  | 121.49 E | 53 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-09 20:53:43.9 | manual      | 6  | 3.5 | MLv    | 4  | 4.69 S  | 122.84 E | 96 km  | Sulawesi, Indonesia                 
 | 2015-09-09 20:39:04.9 | manual      | 6  | 2.2 | MLv    | 4  | 6.07 S  | 120.90 E | 10 km  | Flores Sea                          
 | 2015-09-09 20:15:03.7 | manual      | 10 | 4.3 | MLv    | 10 | 3.20 N  | 127.52 E | 10 km  | Talaud Islands, Indonesia           
 | 2015-09-09 18:48:50.7 | manual      | 21 | 4.8 | MLv    | 18 | 0.14 S  | 124.59 E | 125 km | Southern Molucca Sea                
 | 2015-09-09 18:34:02.3 | automatic   | 16 | 5.4 | mb     | 16 | 20.13 N | 147.03 E | 10 km  | Mariana Islands Region              
 | 2015-09-09 00:52:19.6 | manual      | 6  | 4.8 | MLv    | 5  | 5.79 N  | 125.72 E | 10 km  | Mindanao, Philippines               
 | 2015-09-09 00:28:06.4 | manual      | 8  | 4.1 | MLv    | 8  | 0.59 S  | 119.93 E | 16 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-08 08:19:57.1 | manual      | 9  | 5.9 | mb     | 9  | 33.11 S | 178.96 W | 10 km  | South of Kermadec Islands           
 | 2015-09-08 06:48:38.5 | automatic   | 12 | 5.8 | mb     | 12 | 33.29 S | 179.35 W | 10 km  | South of Kermadec Islands           
 | 2015-09-08 05:03:26.1 | manual      | 7  | 3.6 | MLv    | 6  | 0.13 S  | 122.86 E | 165 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-08 01:41:24.9 | manual      | 14 | 4.6 | mb     | 7  | 3.05 S  | 130.62 E | 129 km | Seram, Indonesia                    
 | 2015-09-08 01:06:26.7 | manual      | 7  | 4.1 | MLv    | 6  | 8.31 S  | 112.79 E | 10 km  | Java, Indonesia                     
 | 2015-09-07 20:24:36.6 | manual      | 15 | 5.3 | mb     | 14 | 33.66 S | 175.52 W | 5 km   | South of Kermadec Islands           
 | 2015-09-07 19:46:59.9 | manual      | 6  | 2.6 | MLv    | 4  | 0.70 N  | 122.68 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-07 16:10:23.7 | manual      | 6  | 3.1 | MLv    | 5  | 3.97 S  | 122.57 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-09-07 14:06:25.3 | manual      | 24 | 5.6 | mb     | 23 | 33.42 S | 177.61 W | 29 km  | South of Kermadec Islands           
 | 2015-09-07 12:22:38.8 | manual      | 30 | 4.9 | mb     | 29 | 10.25 N | 126.26 E | 53 km  | Philippine Islands Region           
 | 2015-09-07 09:14:00.7 | manual      | 17 | 5.7 | mb     | 17 | 33.49 S | 178.80 W | 10 km  | South of Kermadec Islands           
 | 2015-09-07 08:46:12.9 | automatic   | 21 | 6.0 | mb     | 21 | 24.22 S | 179.00 E | 590 km | South of Fiji Islands               
 | 2015-09-07 01:43:51.2 | manual      | 5  | 5.4 | mb     | 5  | 14.42 N | 148.21 E | 153 km | Mariana Islands Region              
 | 2015-09-06 23:40:21.2 | manual      | 6  | 3.2 | MLv    | 6  | 0.41 S  | 122.94 E | 28 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-06 21:58:28.3 | manual      | 7  | 4.1 | MLv    | 7  | 1.64 N  | 122.06 E | 30 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-06 21:41:49.2 | manual      | 6  | 3.3 | MLv    | 6  | 1.61 N  | 121.66 E | 90 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-06 20:50:14.3 | manual      | 21 | 4.7 | MLv    | 18 | 0.66 S  | 121.47 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-06 16:02:05.8 | manual      | 4  | 3.7 | MLv    | 4  | 0.31 N  | 125.96 E | 10 km  | Northern Molucca Sea                
 | 2015-09-06 07:41:12.9 | manual      | 17 | 4.9 | mb     | 16 | 30.88 N | 141.05 E | 212 km | Southeast of Honshu, Japan          
 | 2015-09-06 04:52:55.7 | manual      | 47 | 5.6 | Mw(mB) | 39 | 24.92 S | 179.83 W | 541 km | South of Fiji Islands               
 | 2015-09-06 04:52:50.4 | manual      | 50 | 5.6 | Mw(mB) | 40 | 24.88 S | 179.77 W | 484 km | South of Fiji Islands               
 | 2015-09-06 01:44:02.5 | manual      | 16 | 5.0 | mb     | 11 | 6.43 S  | 131.38 E | 92 km  | Tanimbar Islands Reg., Indonesia    
 | 2015-09-06 00:20:06.2 | manual      | 37 | 4.8 | mb     | 21 | 1.20 S  | 120.93 E | 17 km  | Sulawesi, Indonesia                 
 | 2015-09-05 17:47:57.4 | manual      | 10 | 4.2 | MLv    | 9  | 9.30 S  | 120.15 E | 38 km  | Sumba Region, Indonesia             
 | 2015-09-05 13:24:37.2 | automatic   | 12 | 4.3 | mb     | 11 | 1.75 N  | 118.11 E | 643 km | Borneo                              
 | 2015-09-05 13:17:01.5 | manual      | 21 | 5.1 | mb     | 21 | 47.28 N | 153.02 E | 380 km | Kuril Islands                       
 | 2015-09-05 07:00:16.9 | manual      | 11 | 5.6 | mb     | 11 | 50.24 N | 178.89 W | 0 km   | Andreanof Islands, Aleutian Islands 
 | 2015-09-05 05:34:56.4 | manual      | 7  | 3.7 | MLv    | 6  | 0.69 S  | 122.55 E | 12 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-05 02:10:34.9 | manual      | 4  | 3.2 | MLv    | 4  | 0.07 N  | 121.12 E | 195 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-04 23:49:07.4 | manual      | 17 | 4.0 | MLv    | 14 | 0.57 S  | 126.84 E | 6 km   | Southern Molucca Sea                
 | 2015-09-04 20:08:20.3 | manual      | 18 | 5.8 | mb     | 17 | 8.92 S  | 106.32 E | 49 km  | South of Java, Indonesia            
 | 2015-09-04 16:10:55.3 | manual      | 6  | 3.8 | MLv    | 6  | 0.77 N  | 126.61 E | 10 km  | Northern Molucca Sea                
 | 2015-09-04 10:48:32.3 | manual      | 10 | 4.3 | MLv    | 4  | 0.67 S  | 127.49 E | 101 km | Halmahera, Indonesia                
 | 2015-09-04 08:15:00.5 | manual      | 5  | 3.2 | MLv    | 5  | 2.47 S  | 121.59 E | 106 km | Sulawesi, Indonesia                 
 | 2015-09-04 04:49:42.4 | manual      | 5  | 4.8 | mb     | 5  | 30.22 N | 131.92 E | 373 km | Kyushu, Japan                       
 | 2015-09-04 04:11:07.5 | manual      | 4  | 4.6 | mb     | 4  | 5.54 S  | 122.40 E | 308 km | Sulawesi, Indonesia                 
 | 2015-09-04 00:00:36.2 | manual      | 4  | 6.9 | mb     | 4  | 24.50 S | 33.75 E  | 10 km  | Mozambique                          
 | 2015-09-03 20:56:45.3 | manual      | 5  | 3.6 | MLv    | 5  | 1.46 N  | 124.76 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-03 16:52:03.8 | manual      | 10 | 5.5 | mb     | 10 | 35.53 N | 142.16 E | 10 km  | Off East Coast of Honshu, Japan     
 | 2015-09-03 13:23:58.4 | manual      | 28 | 5.8 | mb     | 25 | 2.09 N  | 126.77 E | 10 km  | Northern Molucca Sea                
 | 2015-09-02 14:02:15.8 | manual      | 10 | 4.8 | MLv    | 7  | 1.81 N  | 127.77 E | 124 km | Halmahera, Indonesia                
 | 2015-09-02 12:36:47.3 | manual      | 7  | 3.2 | MLv    | 7  | 0.76 S  | 122.12 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-02 06:46:08.2 | manual      | 7  | 3.4 | MLv    | 6  | 0.92 S  | 120.08 E | 83 km  | Minahassa Peninsula, Sulawesi       
 | 2015-09-02 03:43:19.3 | manual      | 12 | 4.3 | MLv    | 7  | 2.43 N  | 124.39 E | 254 km | Celebes Sea                         
 | 2015-09-02 01:18:31.5 | manual      | 42 | 5.5 | Mw(mB) | 34 | 4.25 N  | 124.76 E | 291 km | Celebes Sea                         
 | 2015-09-01 22:28:43.6 | manual      | 6  | 3.8 | MLv    | 6  | 1.89 N  | 121.61 E | 700 km | Minahassa Peninsula, Sulawesi       
 | 2015-09-01 17:35:59.8 | manual      | 5  | 4.1 | mb     | 5  | 10.24 S | 133.15 E | 450 km | Arafura Sea                         
 | 2015-09-01 16:08:27.5 | manual      | 9  | 5.1 | mb     | 9  | 29.52 S | 178.72 E | 585 km | Kermadec Islands Region             
 | 2015-09-01 15:25:03.2 | manual      | 13 | 5.4 | mb     | 13 | 25.65 N | 137.78 E | 10 km  | Volcano Islands, Japan Region       
 | 2015-09-01 13:24:46.3 | automatic   | 10 | 5.0 | mb     | 9  | 23.90 N | 121.51 E | 10 km  | Taiwan                              
 | 2015-09-01 09:44:35.5 | manual      | 5  | 3.9 | MLv    | 4  | 8.20 S  | 119.13 E | 10 km  | Flores Region, Indonesia            
 | 2015-09-01 07:53:40.9 | manual      | 4  | 4.9 | mb     | 4  | 15.91 S | 122.75 E | 10 km  | Northwest of Australia              
 | 2015-09-01 07:25:38.6 | manual      | 11 | 4.4 | MLv    | 11 | 2.20 N  | 127.71 E | 65 km  | Northern Molucca Sea                
 | 2015-09-01 00:57:48.4 | manual      | 7  | 3.4 | MLv    | 5  | 0.36 S  | 124.69 E | 10 km  | Southern Molucca Sea                
 | 2015-08-31 22:25:24.3 | manual      | 17 | 4.5 | MLv    | 16 | 0.05 N  | 124.56 E | 63 km  | Minahassa Peninsula, Sulawesi       
 | 2015-08-31 18:50:25.5 | manual      | 8  | 3.5 | MLv    | 8  | 0.00 N  | 123.61 E | 176 km | Minahassa Peninsula, Sulawesi       
 | 2015-08-31 10:05:43.5 | manual      | 8  | 3.9 | MLv    | 7  | 1.24 S  | 123.63 E | 10 km  | Sulawesi, Indonesia                 
 | 2015-08-31 08:12:53.5 | manual      | 25 | 5.1 | mb     | 19 | 2.15 N  | 127.72 E | 10 km  | Northern Molucca Sea                
 | 2015-08-31 05:46:29.3 | manual      | 13 | 3.7 | MLv    | 12 | 3.21 S  | 123.03 E | 167 km | Sulawesi, Indonesia                 
 | 2015-08-31 00:21:37.9 | manual      | 15 | 4.0 | MLv    | 13 | 0.87 S  | 123.45 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-08-31 00:07:53.9 | manual      | 4  | 3.1 | MLv    | 4  | 0.24 S  | 122.92 E | 10 km  | Minahassa Peninsula, Sulawesi       
 | 2015-08-30 23:41:31.6 | manual      | 10 | 4.4 | MLv    | 9  | 7.71 S  | 118.42 E | 30 km  | Flores Sea                          
